Recall(X),VGG16(Y),EffNetB0(Y),SwinT(Y)
0.32665330661322645,0.666667,0.6264056975919463,0.833333
0.3286573146292585,0.666667,0.6254514406969434,0.833333
0.3306613226452906,0.666667,0.6244971838019404,0.833333
0.33266533066132264,0.666667,0.6235429269069375,0.833333
0.33466933867735466,0.666667,0.6225886700119345,0.833333
0.3366733466933867,0.666667,0.6216344131169316,0.833333
0.3386773547094188,0.666667,0.6206801562219286,0.833333
0.34068136272545085,0.666667,0.6197258993269257,0.833333
0.3426853707414829,0.666667,0.6187854481806752,0.833333
0.344689378757515,0.666667,0.6178788622469898,0.833333
0.34669338677354705,0.666667,0.6169722763133045,0.833333
0.3486973947895791,0.666667,0.6160656903796193,0.833333
0.3507014028056112,0.666667,0.615159104445934,0.833333
0.35270541082164325,0.666667,0.6142525185122487,0.833333
0.3547094188376753,0.666667,0.6133459325785634,0.833333
0.3567134268537074,0.666667,0.6124393466448782,0.833333
0.35871743486973945,0.666667,0.6115327607111929,0.833333
0.3607214428857715,0.666667,0.6106261747775076,0.833333
0.3627254509018036,0.666667,0.6097195888438224,0.833333
0.36472945891783565,0.666667,0.6088130029101371,0.833333
0.3667334669338677,0.666667,0.6079064169764518,0.833333
0.3687374749498998,0.6655877429737116,0.607143,0.833333
0.37074148296593185,0.6587535852221239,0.607143,0.833333
0.3727454909819639,0.6519194274705362,0.607143,0.833333
0.374749498997996,0.6450852697189485,0.607143,0.833333
0.37675350701402804,0.6382511119673608,0.607143,0.833333
0.3787575150300601,0.6314169542157732,0.607143,0.833333
0.3807615230460922,0.6245827964641855,0.607143,0.833333
0.38276553106212424,0.6177486387125977,0.607143,0.833333
0.38476953907815625,0.6109144809610102,0.607143,0.833333
0.3867735470941883,0.6040803232094225,0.607143,0.833333
0.3887775551102204,0.5972461654578348,0.607143,0.833333
0.39078156312625245,0.5904120077062471,0.607143,0.833333
0.3927855711422845,0.5835778499546594,0.607143,0.833333
0.3947895791583166,0.5769206723392826,0.607143,0.8332664009315942
0.39679358717434865,0.5768319556141467,0.607143,0.8307280364689709
0.3987975951903807,0.5767432388890107,0.607143,0.8281896720063474
0.4008016032064128,0.5766545221638748,0.607143,0.8256513075437241
0.40280561122244485,0.5765658054387388,0.607143,0.8231129430811007
0.4048096192384769,0.5764770887136029,0.607143,0.8205745786184774
0.406813627254509,0.5763883719884669,0.607143,0.8180362141558539
0.40881763527054105,0.576299655263331,0.607143,0.8154978496932306
0.4108216432865731,0.576210938538195,0.607143,0.8129594852306072
0.4128256513026052,0.5761222218130592,0.607143,0.8104211207679838
0.41482965931863724,0.5760335050879232,0.607143,0.8078827563053604
0.4168336673346693,0.5759447883627873,0.607143,0.8053443918427371
